,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
25,house,international city by sobha phase 2,sector 109,5.65,10463.0,4.0,4.0,3+,2.0,New Property,5400.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,"28.5073° N, 77.0089° E",28.5073,77.0089
26,flat,emaar digihomes,sector 62,2.15,14257.0,2.0,2.0,3,31.0,Under Construction,1675.56,0.0,0.0,0.0,0.0,0.0,0.0,101.0,"28.4139° N, 77.0886° E",28.4139,77.0886
27,house,uppal southend,sector 49,4.4,15278.0,6.0,6.0,3,3.0,Moderately Old,2880.0,1.0,1.0,1.0,1.0,0.0,2.0,110.0,"28.4121° N, 77.0480° E",28.4121,77.048
28,flat,vipul lavanya,sector 81,0.64,5263.0,2.0,2.0,3,12.0,Relatively New,1361.11,0.0,0.0,0.0,0.0,0.0,1.0,93.0,"28.3867° N, 76.9485° E",28.3867,76.9485
29,flat,m3m heights,sector 65,2.86,13999.0,3.0,3.0,3,45.0,Under Construction,2266.67,0.0,1.0,0.0,0.0,0.0,0.0,48.0,"28.4030° N, 77.0690° E",28.403,77.069
30,flat,emaar mgf the palm drive,sector 66,3.5,15909.0,3.0,3.0,3,7.0,Moderately Old,2125.0,0.0,1.0,1.0,0.0,0.0,1.0,149.0,"28.3925° N, 77.0541° E",28.3925,77.0541
31,house,greenopolis,sector 89,0.7,5397.0,2.0,2.0,2,14.0,New Property,1297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4253° N, 76.9439° E",28.4253,76.9439
32,flat,dlf the skycourt,sector 86,1.54,9222.0,3.0,3.0,3+,15.0,Relatively New,1780.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0,"28.3986° N, 76.9384° E",28.3986,76.9384
33,house,vipul tatvam villa,sector 48,8.25,38194.0,4.0,4.0,3+,3.0,Relatively New,2160.0,0.0,1.0,1.0,0.0,0.0,1.0,160.0,"28.4177° N, 77.0359° E",28.4177,77.0359
34,house,international city by sobha phase 1,sector 109,6.1,25103.0,5.0,6.0,3+,2.0,Moderately Old,2430.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,"28.5073° N, 77.0089° E",28.5073,77.0089
35,flat,the arzoo cghs,sector 51,2.1,9130.0,4.0,4.0,3,1.0,Relatively New,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,"28.4320° N, 77.0686° E",28.432,77.0686
36,flat,corona optus,sector 37,1.25,7176.0,3.0,3.0,3,2.0,Relatively New,3125.69,1.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4375° N, 76.9999° E",28.4375,76.9999
37,flat,lotus homz,sector 111,0.7,10057.0,2.0,2.0,2,8.0,Relatively New,773.33,0.0,0.0,0.0,0.0,0.0,0.0,68.0,"28.5238° N, 77.0320° E",28.5238,77.032
38,flat,m3m merlin,sector 67,2.8,13679.0,3.0,3.0,3,5.0,Moderately Old,3941.38,0.0,1.0,0.0,0.0,0.0,2.0,26.0,"28.3859° N, 77.0608° E",28.3859,77.0608
39,house,housing board colony,sector 28,5.5,30556.0,4.0,3.0,3,2.0,Old Property,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,22.0,"28.4728° N, 77.0865° E",28.4728,77.0865
40,flat,puri diplomatic greens,sector 111,2.58,11727.0,3.0,4.0,2,10.0,Moderately Old,2200.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,"28.5238° N, 77.0320° E",28.5238,77.032
41,flat,la vida by tata housing,sector 113,3.0,14286.0,3.0,3.0,3+,3.0,Relatively New,2460.0,0.0,1.0,0.0,0.0,0.0,0.0,167.0,"28.5287° N, 77.0233° E",28.5287,77.0233
42,house,ganpati heights apartment,sector 13,1.25,12077.0,3.0,6.0,2,3.0,Old Property,115.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,"28.4757° N, 77.0392° E",28.4757,77.0392
43,flat,smart world orchard,sector 61,2.1,13752.0,3.0,2.0,3,3.0,Under Construction,3068.48,0.0,0.0,0.0,0.0,0.0,0.0,146.0,"28.4050° N, 77.0963° E",28.405,77.0963
44,flat,tata gurgaon gateway,sector 113,2.45,10788.0,3.0,3.0,3,8.0,Relatively New,2013.57,0.0,0.0,0.0,0.0,0.0,0.0,110.0,"28.5287° N, 77.0233° E",28.5287,77.0233
45,flat,tulip violet,sector 69,1.38,8973.0,3.0,3.0,1,12.0,Relatively New,1708.89,0.0,0.0,0.0,0.0,0.0,0.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
46,flat,smart world gems,sector 89,1.71,12000.0,3.0,2.0,0,3.0,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
47,flat,ireo the corridors,sector 67a,1.85,9531.0,3.0,4.0,3,4.0,New Property,1941.0,1.0,0.0,1.0,0.0,0.0,1.0,150.0,"28.3960° N, 77.0372° E",28.396,77.0372
48,flat,signature global the millennia,sector 37d,0.6,9231.0,2.0,2.0,3,7.0,New Property,1250.59,0.0,0.0,0.0,0.0,0.0,0.0,35.0,"28.4478° N, 76.9703° E",28.4478,76.9703
49,flat,vatika the seven lamps,sector 82,0.81,6193.0,2.0,2.0,2,15.0,Relatively New,1176.47,0.0,0.0,0.0,0.0,0.0,1.0,117.0,"28.3935° N, 76.9600° E",28.3935,76.96
50,flat,tulip monsella,sector 53,5.6,19364.0,3.0,3.0,3+,1.0,Under Construction,2617.19,0.0,0.0,0.0,0.0,0.0,0.0,42.0,"28.4433° N, 77.0948° E",28.4433,77.0948
51,flat,m3m skywalk,sector 74,1.5,12500.0,2.0,2.0,3,17.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,174.0,"28.4158° N, 77.0118° E",28.4158,77.0118
52,flat,bptp terra,sector 37d,1.45,8007.0,3.0,3.0,3,9.0,Relatively New,1638.91,0.0,0.0,0.0,0.0,0.0,0.0,107.0,"28.4478° N, 76.9703° E",28.4478,76.9703
53,flat,experion the heartsong,sector 108,1.65,8238.0,3.0,4.0,3,3.0,Moderately Old,1771.32,1.0,0.0,0.0,0.0,0.0,1.0,75.0,"28.5134° N, 76.9830° E",28.5134,76.983
54,flat,huda housing board society,sector 52,0.45,9740.0,1.0,1.0,0,0.0,Moderately Old,513.08,0.0,0.0,0.0,1.0,0.0,1.0,43.0,"28.4379° N, 77.0785° E",28.4379,77.0785
55,flat,shri balaji apartment,sector 12,0.35,4037.0,2.0,2.0,1,1.0,Moderately Old,737.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,"28.4723° N, 77.0320° E",28.4723,77.032
56,house,independent,sector 43,5.75,23663.0,4.0,4.0,2,4.0,Under Construction,2430.0,0.0,1.0,1.0,0.0,0.0,2.0,153.0,"28.4629° N, 77.0772° E",28.4629,77.0772
57,flat,ss the leaf,sector 85,1.12,6452.0,2.0,2.0,3,10.0,Relatively New,1485.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
58,flat,avl 36 gurgaon,sector 36,0.75,7500.0,2.0,2.0,2,5.0,Relatively New,1712.76,0.0,0.0,0.0,0.0,0.0,0.0,26.0,"28.4160° N, 76.9914° E",28.416,76.9914
59,flat,adani aangan galleria,sector 89,0.25,5000.0,1.0,1.0,1,6.0,New Property,430.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,"28.4253° N, 76.9439° E",28.4253,76.9439
60,house,independent,sector 4,0.67,8557.0,3.0,2.0,1,1.0,Moderately Old,783.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,"28.4738° N, 77.0107° E",28.4738,77.0107
61,flat,bestech park view residency,sector 2,0.56,8629.0,1.0,1.0,2,6.0,Moderately Old,723.33,0.0,0.0,0.0,0.0,0.0,0.0,77.0,"28.5095° N, 77.0320° E",28.5095,77.032
62,house,independent,sector 14,4.15,18444.0,5.0,4.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,"28.4711° N, 77.0454° E",28.4711,77.0454
63,flat,m3m merlin,sector 67,3.4,14419.0,3.0,4.0,3,17.0,Relatively New,2133.94,0.0,1.0,0.0,0.0,0.0,1.0,174.0,"28.3859° N, 77.0608° E",28.3859,77.0608
64,flat,dlf the ultima,sector 81,2.3,10937.0,3.0,3.0,3+,19.0,Relatively New,1617.0,1.0,1.0,0.0,1.0,1.0,2.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
65,house,independent,sector 25,7.6,38756.0,2.0,9.0,3,4.0,Relatively New,1961.0,1.0,0.0,1.0,1.0,0.0,1.0,84.0,"28.4844° N, 77.0860° E",28.4844,77.086
66,flat,rof ananda,sector 95,0.32,5735.0,2.0,2.0,1,10.0,Relatively New,610.19,0.0,0.0,0.0,1.0,0.0,1.0,50.0,"28.4172° N, 76.9081° E",28.4172,76.9081
67,flat,rof aalayas,sector 102,0.45,6000.0,1.0,1.0,2,6.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
68,house,independent,sector 56,2.99,20635.0,4.0,4.0,2,2.0,Moderately Old,1449.0,1.0,1.0,0.0,1.0,0.0,1.0,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
69,flat,ats tourmaline,sector 109,1.5,6977.0,3.0,4.0,3+,4.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,"28.5073° N, 77.0089° E",28.5073,77.0089
70,house,dlf south city 1,sector 41,2.65,18929.0,3.0,3.0,3,4.0,New Property,1400.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0,"28.4557° N, 77.0632° E",28.4557,77.0632
71,house,bhim garh kheri,sector 3,1.5,7576.0,7.0,2.0,0,1.0,Moderately Old,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
72,flat,dlf the skycourt,sector 86,1.5,7895.0,3.0,3.0,1,16.0,Relatively New,1719.46,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.3986° N, 76.9384° E",28.3986,76.9384
73,flat,central park resorts,sector 48,9.3,24926.0,4.0,4.0,3+,10.0,Moderately Old,3831.0,1.0,1.0,1.0,1.0,0.0,1.0,67.0,"28.4177° N, 77.0359° E",28.4177,77.0359
74,flat,ss the leaf,sector 83,1.19,7225.0,2.0,2.0,3,4.0,Relatively New,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.3986° N, 76.9647° E",28.3986,76.9647
75,flat,signature global solera,sector 107,0.5,4762.0,3.0,2.0,2,5.0,Relatively New,850.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,"28.5052° N, 76.9729° E",28.5052,76.9729
76,flat,hero homes,sector 104,1.4,15819.0,3.0,2.0,2,4.0,Under Construction,2239.88,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4788° N, 76.9960° E",28.4788,76.996
77,flat,godrej oasis,sector 88a,1.0,6897.0,2.0,2.0,3,7.0,Relatively New,1611.11,1.0,0.0,0.0,0.0,0.0,0.0,72.0,"28.4347° N, 76.9557° E",28.4347,76.9557
78,flat,orris carnation residency,sector 85,0.9,6429.0,3.0,3.0,2,12.0,Relatively New,1402.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,"28.4042° N, 76.9513° E",28.4042,76.9513
79,house,independent,sector 105,0.5,5556.0,2.0,2.0,0,1.0,Moderately Old,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4952° N, 77.0114° E",28.4952,77.0114
80,flat,vatika gurgaon,sector 83,1.15,5808.0,3.0,3.0,2,3.0,Relatively New,1350.0,1.0,1.0,1.0,1.0,0.0,1.0,165.0,"28.3986° N, 76.9647° E",28.3986,76.9647
81,flat,tulip violet,sector 69,1.36,8619.0,3.0,3.0,2,12.0,Relatively New,1428.05,0.0,0.0,0.0,1.0,0.0,1.0,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
82,flat,shapoorji pallonji joyville gurugram,sector 102,1.4,11667.0,2.0,2.0,3,0.0,Relatively New,2571.34,0.0,0.0,0.0,0.0,0.0,0.0,80.0,"28.4750° N, 76.9715° E",28.475,76.9715
83,house,independent,sector 55,2.8,18667.0,4.0,4.0,0,2.0,Old Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4281° N, 77.1100° E",28.4281,77.11
84,house,unitech espace,sector 50,10.45,32253.0,5.0,7.0,3+,3.0,Moderately Old,3240.0,1.0,1.0,0.0,1.0,1.0,1.0,153.0,"28.4178° N, 77.0628° E",28.4178,77.0628
85,flat,pivotal devaan,sector 84,0.34,7039.0,2.0,2.0,1,1.0,Relatively New,536.67,0.0,0.0,1.0,0.0,0.0,1.0,84.0,"28.3979° N, 76.9736° E",28.3979,76.9736
86,flat,pivotal devaan apartments,sector 84,0.39,6500.0,2.0,2.0,0,5.0,Relatively New,1098.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3979° N, 76.9736° E",28.3979,76.9736
87,house,independent,sector 4,1.1,11111.0,3.0,4.0,1,2.0,Moderately Old,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4738° N, 77.0107° E",28.4738,77.0107
88,flat,tarc maceo,sector 91,1.75,11118.0,4.0,3.0,3+,8.0,Relatively New,4213.59,1.0,1.0,1.0,1.0,0.0,0.0,128.0,"28.4014° N, 76.9225° E",28.4014,76.9225
89,flat,vatika city,sector 49,2.1,10417.0,3.0,3.0,3,9.0,Moderately Old,1604.25,0.0,0.0,0.0,1.0,0.0,1.0,132.0,"28.4121° N, 77.0480° E",28.4121,77.048
90,flat,central park resorts,sector 48,3.65,15240.0,3.0,3.0,3+,9.0,Relatively New,2395.0,0.0,0.0,0.0,0.0,1.0,1.0,157.0,"28.4177° N, 77.0359° E",28.4177,77.0359
91,flat,tulip violet,sector 69,1.29,8227.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
92,house,suncity avenue 76,sector 76,0.75,10067.0,2.0,2.0,2,11.0,New Property,745.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,"28.3935° N, 76.9888° E",28.3935,76.9888
93,flat,dlf the primus,sector 82a,1.85,10283.0,3.0,3.0,3+,2.0,Relatively New,3336.94,0.0,0.0,0.0,0.0,0.0,1.0,44.0,"28.3858° N, 76.9686° E",28.3858,76.9686
94,flat,umang monsoon breeze,sector 78,0.7,5719.0,2.0,2.0,2,5.0,Moderately Old,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3733° N, 76.9729° E",28.3733,76.9729
95,flat,rof ananda,sector 95,0.32,5829.0,2.0,2.0,1,9.0,Relatively New,610.19,0.0,0.0,0.0,1.0,0.0,1.0,71.0,"28.4172° N, 76.9081° E",28.4172,76.9081
96,flat,the crew bos chs manesar,manesar,0.85,3696.0,3.0,3.0,2,2.0,Moderately Old,2555.56,0.0,0.0,0.0,0.0,0.0,0.0,44.0,"28.3515° N, 76.9428° E",28.3515,76.9428
97,flat,spaze privvy the address,sector 93,1.25,5700.0,4.0,4.0,3,16.0,Relatively New,2105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4153° N, 76.9326° E",28.4153,76.9326
98,flat,"m m residency, krishna colony, gurgaon",sector 7,0.54,5889.0,2.0,2.0,1,3.0,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,"28.4644° N, 77.0143° E",28.4644,77.0143
99,flat,chd avenue,sector 71,0.79,6594.0,2.0,2.0,2,8.0,Relatively New,1084.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"28.4104° N, 77.0281° E",28.4104,77.0281
100,house,independent,sector 25,10.0,37037.0,5.0,5.0,3+,3.0,Moderately Old,9500.0,0.0,1.0,0.0,1.0,0.0,2.0,29.0,"28.4844° N, 77.0860° E",28.4844,77.086
101,flat,park royal apartment,sector 56,1.71,7600.0,3.0,3.0,3+,5.0,Moderately Old,2251.0,0.0,1.0,0.0,0.0,0.0,1.0,118.0,"28.4245° N, 77.0991° E",28.4245,77.0991
102,flat,mahindra aura,sector 110,1.4,9655.0,3.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,1.0,142.0,"28.5145° N, 77.0197° E",28.5145,77.0197
103,flat,ireo victory valley,sector 67,3.65,13529.0,3.0,4.0,3+,18.0,Relatively New,2490.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,"28.3859° N, 77.0608° E",28.3859,77.0608
104,flat,signature global solera,sector 107,0.6,8000.0,3.0,2.0,2,8.0,Relatively New,750.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,"28.5052° N, 76.9729° E",28.5052,76.9729
105,flat,tulip violet,sector 69,1.44,9125.0,3.0,3.0,2,1.0,Relatively New,2761.39,0.0,0.0,0.0,1.0,0.0,0.0,174.0,"28.3966° N, 77.0341° E",28.3966,77.0341
106,flat,m3m capital,sector 113,2.37,11499.0,4.0,4.0,3+,20.0,Under Construction,2060.0,1.0,0.0,0.0,0.0,0.0,0.0,143.0,"28.5287° N, 77.0233° E",28.5287,77.0233
107,flat,zara aavaas,sector 104,0.2,6645.0,1.0,2.0,2,3.0,New Property,334.44,0.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4788° N, 76.9960° E",28.4788,76.996
108,flat,godrej nature plus,sector 33,1.5,10197.0,2.0,2.0,3+,2.0,Under Construction,1538.89,0.0,0.0,0.0,0.0,0.0,0.0,87.0,"28.4420° N, 77.0207° E",28.442,77.0207
109,flat,m3m capital,sector 113,1.83,13969.0,2.0,2.0,0,7.0,New Property,1310.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,"28.5287° N, 77.0233° E",28.5287,77.0233
110,house,independent,sector 4,3.2,14222.0,3.0,3.0,2,2.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,"28.4738° N, 77.0107° E",28.4738,77.0107
111,flat,breez global heights 88a,sector 88a,0.5,8375.0,3.0,2.0,2,2.0,Under Construction,663.33,0.0,0.0,0.0,0.0,0.0,0.0,15.0,"28.4347° N, 76.9557° E",28.4347,76.9557
112,flat,south city 1 floors,sector 41,3.4,11724.0,4.0,4.0,3,0.0,Old Property,2900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4557° N, 77.0632° E",28.4557,77.0632
113,flat,adani m2k oyster grande,sector 102,4.55,10000.0,4.0,4.0,3+,11.0,Relatively New,4630.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,"28.4750° N, 76.9715° E",28.475,76.9715
114,flat,vatika city,sector 49,1.72,7818.0,3.0,3.0,2,2.0,Old Property,2444.44,0.0,0.0,0.0,0.0,0.0,1.0,144.0,"28.4121° N, 77.0480° E",28.4121,77.048
115,flat,smart world orchard,sector 61,2.2,13497.0,3.0,3.0,2,1.0,Under Construction,1777.78,0.0,0.0,0.0,0.0,0.0,0.0,49.0,"28.4050° N, 77.0963° E",28.405,77.0963
116,flat,vatika iris floors,sector 82,0.63,5590.0,2.0,2.0,3+,2.0,Relatively New,1026.24,1.0,0.0,0.0,0.0,0.0,0.0,110.0,"28.3935° N, 76.9600° E",28.3935,76.96
117,flat,corona optus,sector 37,1.4,7035.0,3.0,3.0,3+,4.0,Relatively New,1890.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,"28.4375° N, 76.9999° E",28.4375,76.9999
118,flat,unitech south park,sector 70,1.13,7001.0,3.0,3.0,2,1.0,Under Construction,1457.01,0.0,0.0,0.0,0.0,0.0,0.0,46.0,"28.3968° N, 77.0233° E",28.3968,77.0233
119,house,hero homes,sector 104,1.95,21196.0,3.0,5.0,3+,2.0,Moderately Old,920.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,"28.4788° N, 76.9960° E",28.4788,76.996
120,flat,shree vardhman victoria,sector 70,1.75,8974.0,3.0,5.0,0,0.0,Relatively New,1950.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,"28.3968° N, 77.0233° E",28.3968,77.0233
121,flat,indiabulls centrum park,sector 103,2.45,8522.0,4.0,4.0,3,11.0,Relatively New,2601.81,1.0,1.0,1.0,1.0,0.0,0.0,38.0,"28.4949° N, 76.9845° E",28.4949,76.9845
122,house,vatika signature villas,sector 82,4.7,21759.0,3.0,3.0,3+,3.0,New Property,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,"28.3935° N, 76.9600° E",28.3935,76.96
123,house,independent,sector 28,0.7,8102.0,2.0,2.0,0,2.0,Old Property,864.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,"28.4728° N, 77.0865° E",28.4728,77.0865
124,flat,m3m soulitude,sector 89,1.3,8701.0,3.0,3.0,2,1.0,New Property,2357.47,0.0,0.0,0.0,0.0,1.0,0.0,45.0,"28.4253° N, 76.9439° E",28.4253,76.9439
125,house,international city by sobha phase 2,sector 109,6.5,12037.0,4.0,4.0,3+,1.0,New Property,5400.0,0.0,1.0,0.0,0.0,0.0,1.0,160.0,"28.5073° N, 77.0089° E",28.5073,77.0089
126,flat,signature global the millennia,sector 37d,0.55,9167.0,2.0,2.0,3,3.0,New Property,542.99,0.0,0.0,0.0,0.0,0.0,0.0,53.0,"28.4478° N, 76.9703° E",28.4478,76.9703
127,flat,m3m woodshire,sector 107,1.15,7497.0,2.0,2.0,3,0.0,Relatively New,2561.57,1.0,0.0,0.0,0.0,0.0,0.0,29.0,"28.5052° N, 76.9729° E",28.5052,76.9729
128,flat,emaar mgf the palm drive,sector 66,3.5,16471.0,3.0,4.0,3,6.0,Relatively New,2150.0,0.0,1.0,0.0,0.0,0.0,0.0,68.0,"28.3925° N, 77.0541° E",28.3925,77.0541
129,flat,dlf regal gardens,sector 90,1.78,8036.0,4.0,4.0,3+,8.0,Relatively New,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,"28.4085° N, 76.9369° E",28.4085,76.9369
130,flat,sanskriti apartments,sector 43,2.5,13514.0,3.0,2.0,3,5.0,Old Property,1674.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
131,house,independent,sector 38,3.9,21242.0,6.0,6.0,3+,3.0,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,0.0,32.0,"28.4347° N, 77.0430° E",28.4347,77.043
132,house,independent,sector 3,0.55,6707.0,2.0,2.0,1,2.0,Moderately Old,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4909° N, 77.0176° E",28.4909,77.0176
133,flat,bptp terra,sector 37d,1.67,7622.0,4.0,4.0,3,11.0,Relatively New,2091.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0,"28.4478° N, 76.9703° E",28.4478,76.9703
134,flat,shree vardhman flora,sector 90,0.65,6792.0,2.0,2.0,3,9.0,Relatively New,1050.0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,"28.4085° N, 76.9369° E",28.4085,76.9369
135,flat,m3m golfestate,sector 65,5.5,16960.0,3.0,4.0,3,3.0,Relatively New,2803.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,"28.4030° N, 77.0690° E",28.403,77.069
136,flat,dlf regal gardens,sector 90,2.05,8999.0,4.0,4.0,3+,5.0,Relatively New,2004.52,0.0,0.0,0.0,0.0,0.0,1.0,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
137,house,independent,sector 51,2.25,2778.0,6.0,3.0,3+,3.0,Relatively New,900.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,"28.4320° N, 77.0686° E",28.432,77.0686
138,house,unitech uniworld resorts,sector 33,11.0,26667.0,5.0,6.0,3,3.0,New Property,4125.0,1.0,1.0,0.0,0.0,0.0,0.0,58.0,"28.4420° N, 77.0207° E",28.442,77.0207
139,flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,2.0,2.0,3,0.0,Relatively New,1238.01,0.0,0.0,0.0,0.0,1.0,0.0,49.0,"28.4750° N, 76.9715° E",28.475,76.9715
140,flat,mapsko mount ville,sector 79,1.65,9091.0,3.0,3.0,0,12.0,Relatively New,1815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
141,flat,vatika gurgaon,sector 83,0.98,8167.0,2.0,2.0,3,5.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,1.0,96.0,"28.3986° N, 76.9647° E",28.3986,76.9647
142,flat,essel towers,sector 14,2.2,12500.0,3.0,4.0,3+,3.0,Old Property,1955.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"28.4711° N, 77.0454° E",28.4711,77.0454
143,flat,dlf the skycourt,sector 86,1.5,7776.0,3.0,3.0,1,15.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,"28.3986° N, 76.9384° E",28.3986,76.9384
144,house,satya the hermitage,sector 103,4.35,13501.0,4.0,4.0,3+,2.0,Relatively New,3222.0,1.0,1.0,1.0,1.0,0.0,1.0,138.0,"28.4949° N, 76.9845° E",28.4949,76.9845
145,flat,tulip violet,sector 69,1.3,8286.0,3.0,3.0,1,12.0,Relatively New,1419.0,0.0,0.0,0.0,1.0,0.0,0.0,86.0,"28.3966° N, 77.0341° E",28.3966,77.0341
146,flat,chd avenue,sector 71,1.1,6104.0,3.0,4.0,3,3.0,Moderately Old,1630.77,0.0,1.0,0.0,0.0,0.0,0.0,26.0,"28.4104° N, 77.0281° E",28.4104,77.0281
147,flat,dlf the primus,sector 82a,1.59,10338.0,3.0,3.0,3+,5.0,Relatively New,3336.94,0.0,0.0,0.0,0.0,1.0,2.0,167.0,"28.3858° N, 76.9686° E",28.3858,76.9686
148,flat,godrej icon,sector 88a,1.65,9041.0,3.0,3.0,3,12.0,New Property,1651.58,0.0,0.0,0.0,0.0,0.0,0.0,60.0,"28.4347° N, 76.9557° E",28.4347,76.9557
149,flat,dlf the ultima,sector 81,2.28,10842.0,3.0,3.0,3+,14.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
150,flat,dlf new town heights,sector 90,1.6,6768.0,4.0,4.0,3+,10.0,Relatively New,2139.37,0.0,1.0,0.0,1.0,0.0,0.0,88.0,"28.4085° N, 76.9369° E",28.4085,76.9369
151,flat,dlf regal gardens,sector 90,1.21,6926.0,3.0,3.0,3+,29.0,Relatively New,1581.0,0.0,0.0,0.0,0.0,1.0,0.0,95.0,"28.4085° N, 76.9369° E",28.4085,76.9369
152,flat,dlf regal gardens,sector 90,1.25,10417.0,3.0,3.0,3,18.0,Moderately Old,2873.6,0.0,1.0,0.0,0.0,0.0,0.0,100.0,"28.4085° N, 76.9369° E",28.4085,76.9369
153,flat,bestech park view residency,sector 2,0.98,6931.0,2.0,2.0,3,11.0,Moderately Old,1280.54,0.0,0.0,0.0,0.0,0.0,0.0,83.0,"28.5095° N, 77.0320° E",28.5095,77.032
154,flat,experion the heartsong,sector 108,0.93,6078.0,2.0,3.0,3,10.0,Relatively New,1161.09,0.0,0.0,0.0,0.0,0.0,0.0,81.0,"28.5134° N, 76.9830° E",28.5134,76.983
155,flat,smart world orchard,sector 61,2.24,14461.0,3.0,3.0,2,3.0,New Property,1401.81,0.0,0.0,0.0,0.0,1.0,0.0,61.0,"28.4050° N, 77.0963° E",28.405,77.0963
156,flat,kiran residency,sector 56,1.55,7750.0,3.0,3.0,3,5.0,Old Property,1809.95,0.0,1.0,0.0,0.0,0.0,1.0,52.0,"28.4245° N, 77.0991° E",28.4245,77.0991
